Date,Corn Price,Wheat Price,Soybean Price,Cotton Price,Live Cattle,Soy Oil,Crush Margin,Soybean meal
4/16/14,497.5,688,1518.75,91.04,145.75,43.21,#N/A,#N/A
4/17/14,494.75,691.25,1514,90.17,144.2,43.16,1.93,517.8
4/21/14,488.5,668.25,1498.75,89.69,143.45,42.75,#N/A,#N/A
4/22/14,496.25,673,1479.75,91.01,143.7,42.49,#N/A,#N/A
4/23/14,503.5,676.5,1468.5,92.9,143.925,42.25,#N/A,#N/A
4/24/14,501.25,689,1472,92.66,144.25,42.34,2.04,508.2
4/25/14,507,700.25,1498,92.95,145,42.67,#N/A,#N/A
4/28/14,507.75,700.25,1508.25,92.38,145.4,42.37,#N/A,#N/A
4/29/14,515.75,708,1524,94.26,145.5,42.52,#N/A,#N/A
4/30/14,514,713,1530.75,94.14,145.825,41.63,#N/A,#N/A
5/1/14,503.25,698.75,1473.5,94.07,139.25,41.29,1.91,510.2
5/2/14,494,707.75,1480.75,94.19,138.05,41.64,#N/A,#N/A
5/5/14,503.25,721.25,1472,94.62,137.525,41.3,#N/A,#N/A
5/6/14,513,731.75,1464,93.7,138.3,41.24,#N/A,#N/A
5/7/14,510.25,729.75,1451,91.84,137.575,40.96,#N/A,#N/A
5/8/14,513.25,726.75,1474.25,93.05,137.925,41.25,1.93,512.7
5/9/14,505,714,1501,92.36,138.05,41.31,#N/A,#N/A
5/12/14,497.5,705.5,1483.75,91.3,137.65,41.11,#N/A,#N/A
5/13/14,503.25,700,1502.25,90.93,137,41.34,#N/A,#N/A
5/14/14,494.75,681,1496.25,90.7,137.45,41.51,#N/A,#N/A
5/15/14,484.25,678.25,1470.25,90.36,137.4,41.17,1.82,513.4
5/16/14,483.5,674.25,1465,89.82,137.9,40.88,#N/A,#N/A
5/19/14,477.25,674.5,1485.25,89.15,139.4,40.55,#N/A,#N/A
5/20/14,473.5,670.5,1469.75,89,138.75,40.2,#N/A,#N/A
5/21/14,474.5,664.25,1505.25,89.29,138.275,40.35,#N/A,#N/A
5/22/14,476.75,659.25,1518.75,87.78,137.6,40.74,1.78,532.5
5/23/14,478,652.5,1515.5,86.31,136.3,40.26,#N/A,#N/A
5/27/14,469.75,641,1488.75,84.97,135.6,39.82,#N/A,#N/A
5/28/14,472.5,638.75,1497.75,84.87,136.15,39.51,#N/A,#N/A
5/29/14,469.5,632.5,1499,86.15,138.025,39.41,1.69,528.9
5/30/14,465.75,627.25,1493.25,86.27,137.8,38.5,#N/A,#N/A
6/2/14,465.5,620.75,1500.5,86.48,137.7,38.31,#N/A,#N/A
6/3/14,458.25,612.5,1481.25,87.36,138.35,38.35,#N/A,#N/A
6/4/14,456.25,614.5,1482.5,86.08,138,39.25,#N/A,#N/A
6/5/14,449,605.75,1460.5,85.5,139.5,38.69,1.97,521.1
6/6/14,459,618.25,1457,84.78,140.125,39.39,#N/A,#N/A
6/9/14,451,612.5,1457,84.55,142.825,39.66,#N/A,#N/A
6/10/14,445.5,601.25,1462.5,86.3,143.5,39.32,#N/A,#N/A
6/11/14,441,589.25,1445.5,85.51,143.025,38.8,#N/A,#N/A
6/12/14,444,585.25,1415.25,85.62,146,38.96,1.98,498.7
6/13/14,447,586,1425.75,86.98,147.6,40.07,#N/A,#N/A
6/16/14,441,581,1421.75,87.65,147.45,39.88,#N/A,#N/A
6/17/14,438.75,581.75,1398.25,90.06,146.5,40.06,#N/A,#N/A
6/18/14,441.5,587,1409,91.15,145.9,40.51,#N/A,#N/A
6/19/14,450.5,593.5,1420.75,88.36,148,40.99,1.65,481.2
6/20/14,453.25,585.25,1415.75,88.16,147.55,40.51,#N/A,#N/A
6/23/14,444.5,579.75,1424.75,87.52,148.15,41.06,#N/A,#N/A
6/24/14,443,571,1413.5,81.81,151.15,41.35,#N/A,#N/A
6/25/14,441,575.5,1415.75,81.8,151.95,41.03,#N/A,#N/A
6/26/14,442.75,582.25,1437,80.37,153.75,#N/A,1.86,498.5
6/27/14,443,585.25,1432,80.89,152.25,40.36,#N/A,#N/A
6/30/14,424.25,564.75,1400.5,79.21,153,39.23,#N/A,#N/A
7/1/14,422.75,559.75,1400,77.08,151.5,39.25,#N/A,#N/A
7/2/14,418.5,561.75,1392.5,76.69,152.325,38.85,#N/A,#N/A
7/3/14,417,568,1387.75,76.22,155,38.94,1.97,481.5
7/7/14,409.25,545,1363,74.83,154.95,38.74,#N/A,#N/A
7/8/14,408.25,545.25,1329.75,75,153.525,38.18,#N/A,#N/A
7/9/14,404,539.5,1334.5,74.97,150.8,#N/A,#N/A,#N/A
7/10/14,400.5,536.75,1329.75,68.9,148.15,38.23,2.29,470.05
7/11/14,399.75,514.75,1295.75,68.74,149.125,37.52,#N/A,#N/A
7/14/14,390.25,549.75,1295,68.6,147.8,37.63,#N/A,#N/A
7/15/14,374,537.75,1180.5,68.25,148.575,37.65,#N/A,#N/A
7/16/14,378.25,538,1187.25,68.39,147.675,37.58,#N/A,#N/A
7/17/14,379.5,550.75,1174.75,68.45,150.65,37.12,1.89,430
7/18/14,371.25,532.25,1176.75,68.63,151.625,37.32,#N/A,#N/A
7/21/14,364,530,1175.75,68.52,152.95,36.89,#N/A,#N/A
7/22/14,360.25,524.5,1184,68.8,155.95,36.68,#N/A,#N/A
7/23/14,362.5,530.75,1201,68.77,156.05,#N/A,#N/A,#N/A
7/24/14,361.5,528.75,1207.5,66.4,156.55,36.99,1.96,443.8
7/25/14,363,538,1212.25,65.16,159.1,36.84,#N/A,#N/A
7/28/14,367.75,534.75,1236.5,65.36,159.05,37.27,#N/A,#N/A
7/29/14,361.5,520,1226.5,64.44,158.775,37,#N/A,#N/A
7/30/14,361.75,527.25,1220.5,63.34,159.85,37.05,#N/A,#N/A
7/31/14,357,530.25,1224.5,62.09,157.925,37.11,2.02,438.8
8/1/14,352.5,534.25,1215,62.49,157.3,36.45,#N/A,#N/A
8/4/14,358.75,544,1232.5,63.92,158.225,37.15,#N/A,#N/A
8/5/14,356.25,552.5,1222.75,63.46,158.45,36.6,#N/A,#N/A
8/6/14,363.25,568,1237,63.97,158.55,36.61,#N/A,#N/A
8/7/14,359.5,561.5,1250,63.57,155.55,36.45,2.01,437.6
8/8/14,351.75,549.25,1284.75,63.81,152.55,36.27,#N/A,#N/A
8/11/14,356.75,546.5,1314.75,64.13,152.625,35.67,#N/A,#N/A
8/12/14,358.5,538,1290,63.03,149.625,35.39,#N/A,#N/A
8/13/14,358,528,1264.5,64.02,148.225,35.23,#N/A,#N/A
8/14/14,362,537.25,1224.5,63.89,150,34.76,1.8,450.4
8/15/14,365.75,551.25,1102.5,63.6,150.6,34.12,#N/A,#N/A
8/18/14,360.75,542.5,1115.5,63.34,151.6,34.21,#N/A,#N/A
8/19/14,362.5,546,1120.25,63.47,150.5,33.91,#N/A,#N/A
8/20/14,359.5,539.5,1119.75,65.32,149.25,34.36,#N/A,#N/A
8/21/14,362.25,546.25,1136.25,66.5,149.65,34.28,3.58,542.8
8/22/14,365.5,552,1166,67.46,151.85,33.86,#N/A,#N/A
8/25/14,360,542.5,1125.75,67.66,152.75,34.22,#N/A,#N/A
8/26/14,356,541.5,1075.5,68.26,153.55,34.53,#N/A,#N/A
8/27/14,356,547.25,1085.75,68.3,153.2,34.17,#N/A,#N/A
8/28/14,361.75,556.5,1073.75,67.14,154.65,34.14,5.3,593.2
8/29/14,359,550.25,1089.5,67.6,155.9,33.54,#N/A,#N/A
9/2/14,355.75,543.5,1097.25,66.34,152.425,33.51,#N/A,#N/A
9/3/14,341.25,523.5,1080.75,66.7,155.425,33.23,#N/A,#N/A
9/4/14,335.75,525.25,1064.25,66.77,157.05,33.47,5.39,583.4
9/5/14,346.5,531.5,1085.5,66.08,159.75,33.85,#N/A,#N/A
9/8/14,339.25,533.5,1090.75,66.56,158.525,33.53,#N/A,#N/A
9/9/14,336.25,527.5,1076.5,67.78,159.675,33.09,#N/A,#N/A
9/10/14,338.75,518.75,1071,70.14,159.7,33.38,#N/A,#N/A
9/11/14,331.75,503,1061.5,70.79,157.375,33.25,6.11,579.3
9/12/14,339,498.25,1091,70.61,156.275,34.3,#N/A,#N/A
9/15/14,343,500.75,989.5,68.18,156.35,35.02,#N/A,#N/A
9/16/14,343.75,496.25,980.75,68.28,156.2,34.56,#N/A,#N/A
9/17/14,341.75,499.25,982.5,69.9,157.025,35.14,#N/A,#N/A
9/18/14,338.25,488.5,971.5,66.9,155.6,34.47,5.49,558.3
9/19/14,331.5,474.5,957,65.99,155.625,34.21,#N/A,#N/A
9/22/14,330.25,476.75,938.25,64.86,155.5,33.75,#N/A,#N/A
9/23/14,325.5,476,936.25,62.93,155.45,33.98,#N/A,#N/A
9/24/14,329.5,480.25,936.75,61.66,155.325,34.37,#N/A,#N/A
9/25/14,326,474,922.75,61.49,155.45,34.37,3.95,385.4
9/26/14,323,474.25,910.25,62.48,158.45,33.67,#N/A,#N/A
9/29/14,325.75,481.25,923.5,62.06,160.95,34.54,#N/A,#N/A
9/30/14,320.75,477.75,913.25,61.96,160.45,34.02,#N/A,#N/A
10/1/14,321.25,479,916.75,62.76,162.475,34.66,#N/A,#N/A
10/2/14,322.75,482.75,924.5,62.45,162.85,34.67,3.01,342.2
10/3/14,323.25,485.75,912.25,63.07,162.4,34.29,#N/A,#N/A
10/6/14,332.5,491.5,942.25,64.98,163.05,35.32,#N/A,#N/A
10/7/14,340.5,506.25,940.75,65.83,165.775,34.96,#N/A,#N/A
10/8/14,343.25,507.75,935,65.51,166.1,34.52,#N/A,#N/A
10/9/14,344.75,493.25,942,64.55,164,34.51,3.16,364.5
10/10/14,334,498.5,922.5,64.1,164.9,33.94,#N/A,#N/A
10/13/14,346,505.25,945.25,65.02,166.5,#N/A,#N/A,#N/A
10/14/14,357,509.25,964.75,64.16,164.35,34.37,#N/A,#N/A
10/15/14,347.5,506,952.5,63.71,162.95,33.11,#N/A,#N/A
10/16/14,352.25,517,966.5,63.56,165.25,33.49,3.02,373.1
10/17/14,348,516,951.75,63,165.05,33.15,#N/A,#N/A
10/20/14,348.25,513.5,944.25,62.29,167.9,32.83,#N/A,#N/A
10/21/14,356,519.25,964.25,62.79,166.55,32.89,#N/A,#N/A
10/22/14,353,522.25,962.75,62.68,168.05,33.14,#N/A,#N/A
10/23/14,359.75,526.75,993.25,63.04,169.05,33.67,3.47,401.4
10/24/14,353,517.75,977.5,63.81,168.25,33.39,#N/A,#N/A
10/27/14,363,522.75,1006,63.67,169.55,33.23,#N/A,#N/A
10/28/14,364.5,530.75,1008,64.47,169.2,33.78,#N/A,#N/A
10/29/14,375.25,538.25,1043,65.35,169,35.18,#N/A,#N/A
10/30/14,374,536,1024.25,64.5,170.5,35.31,4.15,433
10/31/14,376.75,532.5,1046.5,64.45,169.5,35.8,#N/A,#N/A
11/3/14,373.5,538.25,1028.75,64.25,167.05,35.03,#N/A,#N/A
11/4/14,364.5,530.5,1010,62.8,166.65,34.07,#N/A,#N/A
11/5/14,370.25,524.75,1020.5,62.71,165.2,33.32,#N/A,#N/A
11/6/14,371.25,520.25,1031,63.19,165.35,33.16,4.27,455.2
11/7/14,367.5,514.5,1040.25,63.96,166.8,33.03,#N/A,#N/A
11/10/14,369.25,517.25,1027.5,62.43,167.125,32.99,#N/A,#N/A
11/11/14,373.75,525.25,1066.5,63.3,167.25,#N/A,#N/A,#N/A
11/12/14,377.75,542.75,1048.25,61.94,167.75,32.85,#N/A,#N/A
11/13/14,386.25,553.75,1050.5,59.73,169.65,32.7,4.21,455
11/14/14,381.75,560.5,1021,59.8,170.2,32.83,#N/A,#N/A
11/17/14,377.5,551.75,1036.25,58.81,171,33.08,#N/A,#N/A
11/18/14,372,549,1023.25,59.97,170.825,33.28,#N/A,#N/A
11/19/14,363.25,537.75,1004.75,59.11,170.825,33.26,#N/A,#N/A
11/20/14,373.25,547.25,1020.5,58.54,170.25,33.42,3.71,424.3
11/21/14,372.75,547.25,1039,59.76,170.9,33.44,#N/A,#N/A
11/24/14,367.5,542.25,1033.75,59.16,169.5,33.95,#N/A,#N/A
11/25/14,374.25,551.5,1051,59.66,170.15,34.17,#N/A,#N/A
11/26/14,378.25,562,1047,61.41,169.25,34.11,#N/A,#N/A
11/28/14,375.75,577.25,1016,60.96,168.875,#N/A,#N/A,#N/A
12/1/14,375.5,606.75,1017,60.18,169.95,32.85,#N/A,#N/A
12/2/14,367.75,605.25,995.75,60.75,168.625,31.8,#N/A,#N/A
12/3/14,368.75,597,998.25,61.01,166.85,32.36,#N/A,#N/A
12/4/14,376,599.75,1010.5,61.52,166.45,32.1,3.77,433.2
12/5/14,381.5,609,1036,60.54,164.45,32.51,#N/A,#N/A
12/8/14,377.5,610,1043.75,60.21,161.45,32.27,#N/A,#N/A
12/9/14,383,600.5,1049.25,59.88,162.4,32.41,#N/A,#N/A
12/10/14,382.5,593.25,1032,59.57,162.475,32.55,#N/A,#N/A
12/11/14,390,610.25,1042.25,60.48,162.4,32.82,3.85,446
12/12/14,396.25,627.5,1047.25,60.54,162.05,33.16,#N/A,#N/A
12/15/14,408.5,619,1039.5,60.65,161.975,33.07,#N/A,#N/A
12/16/14,406,623.25,1023.5,59.78,158.975,32.57,#N/A,#N/A
12/17/14,408.25,648.5,1027,60.65,156.425,32.32,#N/A,#N/A
12/18/14,411,655.25,1035,60.82,158.7,32.44,3.4,423.3
12/19/14,410.5,632.25,1030.5,60.89,160.75,32.52,#N/A,#N/A
12/22/14,411.75,625.75,1038.25,62.04,161.85,32.59,#N/A,#N/A
12/23/14,414,635.5,1038.5,61.82,161.85,32.77,#N/A,#N/A
12/24/14,407.75,611.5,1028.75,61.78,162.5,32.18,#N/A,#N/A
12/26/14,414.75,610.75,1047.5,61.63,164.75,32.71,#N/A,#N/A
12/29/14,412.75,615.5,1041.75,62.01,166.5,33.04,#N/A,#N/A
12/30/14,406.5,602,1037.75,61.98,165.875,33.14,#N/A,#N/A
12/31/14,397,589.75,1019.25,60.27,165.7,32.22,#N/A,#N/A
1/2/15,395.75,581.25,1002.5,59.58,165.675,32.2,#N/A,#N/A
1/5/15,406,589,1039.75,60.71,166.225,32.95,#N/A,#N/A
1/6/15,405,591.75,1051,60.2,166.025,32.94,#N/A,#N/A
1/7/15,396.25,579.5,1052.75,60.43,165.9,33.54,#N/A,#N/A
1/8/15,394.25,567,1045,60.56,163.6,34.14,3.04,406.2
1/9/15,400.25,563.75,1051.5,60.76,160.6,34.06,#N/A,#N/A
1/12/15,402,555.5,1013.5,59.73,160.45,32.98,#N/A,#N/A
1/13/15,385.75,548,1000,60.15,157.45,32.92,#N/A,#N/A
1/14/15,381,537.75,992.5,58.98,155.75,32.95,#N/A,#N/A
1/15/15,380,532.75,991,59.49,154.2,33.12,2.34,358.2
1/16/15,387,532.75,991.75,59.23,154.45,33.52,#N/A,#N/A
1/20/15,390.25,537,982,57.79,153.05,32.97,#N/A,#N/A
1/21/15,388,536.75,983.5,58.01,153.7,32.49,#N/A,#N/A
1/22/15,383.75,533.75,976.75,57.76,153.35,32.05,2.44,361.6
1/23/15,386.75,530,972.75,57.3,150.35,31.68,#N/A,#N/A
1/26/15,384,520.5,983.5,58.62,149.825,31.16,#N/A,#N/A
1/27/15,381.25,519,973.75,58.78,152.825,31.17,#N/A,#N/A
1/28/15,373.25,505.25,970.25,59.44,153.95,30.34,#N/A,#N/A
1/29/15,371.5,507.75,968.25,59.57,153.525,29.54,2.42,369.4
1/30/15,370,502.75,961,59.36,154.85,30,#N/A,#N/A
2/2/15,369.75,492.75,959.5,59.89,153.2,30.41,#N/A,#N/A
2/3/15,385.75,513.75,987,61.45,153.75,30.8,#N/A,#N/A
2/4/15,383.5,511,972,61.23,153,30.59,#N/A,#N/A
2/5/15,385.25,525.75,981.25,61.79,153.425,31.71,2.34,362.9
2/6/15,385.75,527,973.5,61.59,156.075,31.82,#N/A,#N/A
2/9/15,391.25,529.75,978.5,62.3,158.45,32.01,#N/A,#N/A
2/10/15,388,521.75,969,62.51,159.1,31.45,#N/A,#N/A
2/11/15,385.75,525.75,977.75,62.02,158.6,31.75,#N/A,#N/A
2/12/15,383,521.25,983.75,62.48,159.1,32.01,2.31,362
2/13/15,387.25,533,990.5,62.7,160,32.4,#N/A,#N/A
2/17/15,389.5,534.75,1007.75,63.8,158.6,32.32,#N/A,#N/A
2/18/15,383.75,527.75,995.75,64.62,159.175,31.89,#N/A,#N/A
2/19/15,389.75,527.75,1007.25,64.44,158.925,31.71,2.42,378
2/20/15,385.25,510.25,999.25,64.67,156.7,31.36,#N/A,#N/A
2/23/15,378.75,505.75,999.25,64.75,156.025,31.02,#N/A,#N/A
2/24/15,377.5,505.75,1016,64.76,156.65,31.3,#N/A,#N/A
2/25/15,375.75,497.75,1007.75,65.52,158.35,31.34,#N/A,#N/A
2/26/15,380,503.25,1024,65.17,161.125,31.47,2.39,383.6
2/27/15,384.5,517.5,1030.75,64.73,158,32.43,#N/A,#N/A
3/2/15,378.75,508,1011.25,64.63,153.45,32.28,#N/A,#N/A
3/3/15,382,508.75,1008.75,63.73,151.05,32.43,#N/A,#N/A
3/4/15,381.5,493.5,989,63.61,154.05,31.66,#N/A,#N/A
3/5/15,382.75,481.25,979.25,63.21,153.275,31.32,2.28,362.7
3/6/15,379.25,485.75,979.25,62.95,154.65,31.03,#N/A,#N/A
3/9/15,383.25,494.25,988.25,61.92,154,30.75,#N/A,#N/A
3/10/15,382.25,496.5,980,60.87,154.75,30.71,#N/A,#N/A
3/11/15,384,503,989,60.33,155.6,30.98,#N/A,#N/A
3/12/15,382.25,513.25,986.5,61.22,155.8,30.75,2.21,363.1
3/13/15,374,508.75,968.25,60.5,154.275,30.37,#N/A,#N/A
3/16/15,379,514,969.25,60.49,153.2,30.27,#N/A,#N/A
3/17/15,371,503.5,954.5,60.21,153.575,29.92,#N/A,#N/A
3/18/15,374.75,510.75,965,62.48,156.575,30.51,#N/A,#N/A
3/19/15,373.5,512,961.75,62.95,158,30.5,2.14,349.8
3/20/15,385,530,973.75,62.82,158.35,30.56,#N/A,#N/A
3/23/15,390.25,534,983.5,64.05,161.35,31.03,#N/A,#N/A
3/24/15,393.25,523.5,981.75,63.91,162,30.99,#N/A,#N/A
3/25/15,395,519,978.75,63.16,161.725,31.04,#N/A,#N/A
3/26/15,391.25,499.25,974.5,63.08,161.675,31.17,2.05,347.9
3/27/15,391,507.75,967.25,63.55,162.625,30.6,#N/A,#N/A
3/30/15,394.5,530.25,967.75,62.52,162.5,30.49,#N/A,#N/A
3/31/15,376.25,511.75,973.25,63.1,161.325,30.39,#N/A,#N/A
4/1/15,381.75,528.5,989.75,62.58,161.8,30.57,#N/A,#N/A
4/2/15,386.5,536.25,986,63.69,163.025,30.92,1.95,351.3
4/6/15,385,527.75,978.5,65.34,162.45,31.14,#N/A,#N/A
4/7/15,383,526,971,66.42,163,30.91,#N/A,#N/A
4/8/15,379.25,526.25,971.5,66.73,161.55,30.58,#N/A,#N/A
4/9/15,378,518.75,953.5,66.22,161.8,30.47,1.74,332.1
4/10/15,377,526.5,951.5,65.06,158.8,30.72,#N/A,#N/A
4/13/15,370.5,502.25,948.75,65.13,158.825,30.67,#N/A,#N/A
4/14/15,373.5,497,960.25,64.69,159.6,30.93,#N/A,#N/A
4/15/15,376,490.75,965,64.59,160.725,31.43,#N/A,#N/A
4/16/15,376.25,494.5,966,64.01,160.8,31.39,1.68,330.4
4/17/15,379.75,494.5,968.75,63.29,157.8,31.15,#N/A,#N/A
4/20/15,378,498.75,977.5,63.04,155.35,31.22,#N/A,#N/A
4/21/15,373,500.75,975.25,62.63,156.3,31.45,#N/A,#N/A
4/22/15,372.5,498.75,970.5,62.49,156.3,31.44,#N/A,#N/A
4/23/15,370.75,497.75,978.25,64.59,159.3,31.9,1.69,334.6
4/24/15,364.5,486,969.75,66.5,161.175,31.55,#N/A,#N/A
4/27/15,360.75,470.25,973,66.39,160.475,31.54,#N/A,#N/A
4/28/15,361,471.5,977.5,66.62,161,31.11,#N/A,#N/A
4/29/15,363.75,477.25,988.5,67.32,160.8,31.35,#N/A,#N/A
4/30/15,362.5,467,978.5,68.12,159.5,31.39,1.64,334.9
5/1/15,359.75,470,968.5,66.85,149.175,31.32,#N/A,#N/A
5/4/15,358.75,469.25,983,66.91,150.725,32.35,#N/A,#N/A
5/5/15,361.25,464,993.5,66.99,151.45,32.76,#N/A,#N/A
5/6/15,366.5,475.75,990.5,66.1,150.225,32.92,#N/A,#N/A
5/7/15,357.75,465.75,981.5,65.53,149.375,32.49,1.58,325.4
5/8/15,358.5,476.5,984.5,66.16,151.5,32.96,#N/A,#N/A
5/11/15,358.25,476.25,983,65.39,150.25,33.19,#N/A,#N/A
5/12/15,357,479.25,967,65.02,151.475,32.97,#N/A,#N/A
5/13/15,356,481,975,65.77,151.975,33.24,#N/A,#N/A
5/14/15,361,501.75,963,66.53,153.8,33.34,1.51,313.7
5/15/15,365.5,511,953.25,66.84,152.525,33.07,#N/A,#N/A
5/18/15,368,521.75,954.5,64.92,151.575,32.78,#N/A,#N/A
5/19/15,362,510.25,946.25,64.35,151.975,32.18,#N/A,#N/A
5/20/15,360,513,941.25,64.15,151.35,32.58,#N/A,#N/A
5/21/15,365,522,938.5,63.73,152.375,32.63,1.66,317.1
5/22/15,360,515.25,924.25,63.3,152.125,32.02,#N/A,#N/A
5/26/15,355,493.5,922.5,63.31,151.8,32.39,#N/A,#N/A
5/27/15,349.5,487.75,927,63.05,152.475,31.98,#N/A,#N/A
5/28/15,353.5,488.75,926,64.33,153.5,32.31,1.69,317.8
5/29/15,351.5,477,934,64.35,152.325,33.58,#N/A,#N/A
6/1/15,352.25,493.75,926,63.75,153.15,34.76,#N/A,#N/A
6/2/15,359,512.5,940.75,63.6,153.3,34.42,#N/A,#N/A
6/3/15,359,510.75,935.25,65.24,152.5,34.98,#N/A,#N/A
6/4/15,363.5,523.75,946.5,65.12,153.225,34.78,1.77,316.2
6/5/15,360.5,517,937.75,64.01,152.825,35.03,#N/A,#N/A
6/8/15,365.25,528,944.25,64.8,153.475,34.35,#N/A,#N/A
6/9/15,365,532.25,951.5,64.55,155.075,34.18,#N/A,#N/A
6/10/15,357.25,513.5,949.5,64.89,155.8,34.12,#N/A,#N/A
6/11/15,356.5,504.25,940,63.53,155.225,33.67,1.99,328.4
6/12/15,353,503.75,940,64.07,152.45,33.52,#N/A,#N/A
6/15/15,348.25,489.25,937.75,63.21,152.175,33.07,#N/A,#N/A
6/16/15,354,488.75,957.5,64.43,152.05,33.28,#N/A,#N/A
6/17/15,359.25,491.25,969,63.88,151.95,33.23,#N/A,#N/A
6/18/15,358,488,977.75,64.08,150.425,32.63,1.87,341.6
6/19/15,353.25,488.5,971.5,63.32,151.9,32.93,#N/A,#N/A
6/22/15,360,501.25,989.5,64.03,152.45,33.3,#N/A,#N/A
6/23/15,367.5,521.5,987.5,63.58,152,33.2,#N/A,#N/A
6/24/15,366.5,518,981.75,63.76,150.675,33.52,#N/A,#N/A
6/25/15,376.5,532,1000.25,64.88,148.5,33.36,2.06,351.7
6/26/15,385,562.25,1002,67.16,148.4,33.22,#N/A,#N/A
6/29/15,383.25,580.5,1002.5,66.8,149.675,33.05,#N/A,#N/A
6/30/15,414,614.75,1056.25,67.51,147.85,33.56,#N/A,#N/A
7/1/15,413.75,587.5,1044,66.09,151.075,33.01,#N/A,#N/A
7/2/15,419.75,585.75,1045.25,66.36,151.225,33.36,2.1,370.9
7/6/15,418.5,588.5,1033.75,66.43,150.5,32.64,#N/A,#N/A
7/7/15,415.75,579.5,1002,65.53,151.075,31.41,#N/A,#N/A
7/8/15,416.25,572.25,1006.25,64.59,149,31.69,#N/A,#N/A
7/9/15,421.25,572.25,1037.75,64.83,148.475,32.37,2.07,374.1
7/10/15,427.25,581.5,1043.5,65.51,147.475,32.42,#N/A,#N/A
7/13/15,433.5,586.75,1045.25,65.73,146.6,32.74,#N/A,#N/A
7/14/15,424,583.5,1039,66.17,147.15,32.4,#N/A,#N/A
7/15/15,429.5,566.75,1025,65.32,147.025,31.78,#N/A,#N/A
7/16/15,430,562.25,1019,65.3,146.5,31.59,2.25,383.6
7/17/15,420.25,554,1014.75,65.87,146.65,31.91,#N/A,#N/A
7/20/15,405,532.75,1007.75,65.85,146.75,31.81,#N/A,#N/A
7/21/15,406.5,524.75,1018.75,65.4,145.15,32.06,#N/A,#N/A
7/22/15,402.75,516.75,1020.75,65.64,144.5,31.1,#N/A,#N/A
7/23/15,403.25,521.5,1010,65.92,143.35,30.94,2.12,381.5
7/24/15,392.5,511.75,991.25,65.84,143.025,30.23,#N/A,#N/A
7/27/15,373,502.5,961.25,64.31,143.025,29.86,#N/A,#N/A
7/28/15,375,510.75,974.75,64.38,145.05,30.41,#N/A,#N/A
7/29/15,367.75,496.25,983,63.89,144.925,30.09,#N/A,#N/A
7/30/15,373.25,496.5,990.25,63.66,145.225,30.16,2.25,383.1
7/31/15,371,499.25,980.75,64.01,145.7,29.86,#N/A,#N/A
8/3/15,366.5,499,977.5,65.36,148,29.73,#N/A,#N/A
8/4/15,368.75,493.5,976,64.91,148.225,29.71,#N/A,#N/A
8/5/15,372.75,502,991.75,64.75,148.675,30.26,#N/A,#N/A
8/6/15,369.75,507,985.5,63.5,149.725,30.29,2.15,373.6
8/7/15,372.75,510.5,1009,62.77,149.575,30.66,#N/A,#N/A
8/10/15,390.25,525.5,1044.75,63.12,150.25,30.91,#N/A,#N/A
8/11/15,376.5,507.25,1014,62.71,150.175,30.58,#N/A,#N/A
8/12/15,357.25,492.25,951,65.71,148.7,29.53,#N/A,#N/A
8/13/15,363.75,503.25,993,67.15,148.85,29.37,1.95,354.9
8/14/15,364,506.5,978.5,67.16,148.45,29.46,#N/A,#N/A
8/17/15,363.25,500.5,927,67.98,147.9,29.44,#N/A,#N/A
8/18/15,366.25,494.25,913.25,67.93,147.2,28.7,#N/A,#N/A
8/19/15,367.25,496.25,903.5,67.36,145.25,28.27,#N/A,#N/A
8/20/15,371,506.25,921.5,67.66,146.475,28.23,2.08,354.4
8/21/15,365.25,499.5,905.25,67.64,145.425,27.61,#N/A,#N/A
8/24/15,368.75,503.25,892.75,64.64,143.85,26.8,#N/A,#N/A
8/25/15,365.5,495,894.25,63.76,143.675,27.07,#N/A,#N/A
8/26/15,361.75,489.75,877.75,62.56,142.425,26.37,#N/A,#N/A
8/27/15,363.75,484.25,886.25,63.83,144.65,27.14,2.28,345.9
8/28/15,363.25,477,893.25,63.75,146.525,28.04,#N/A,#N/A
8/31/15,363.75,482.5,897.5,63.74,145.5,28.17,#N/A,#N/A
9/1/15,356,484,884.75,63.58,141.325,27.47,#N/A,#N/A
9/2/15,354,473,883.75,63.18,141.225,26.64,#N/A,#N/A
9/3/15,347.75,456.5,879.75,63.12,141.6,26.64,2.23,338
9/4/15,349.5,457.75,877.25,63.07,140.475,26.32,#N/A,#N/A
9/8/15,355,465.25,890.75,63.29,143.475,26.73,#N/A,#N/A
9/9/15,356.5,462,882.75,63.32,142.975,26.48,#N/A,#N/A
9/10/15,361.75,468,884.5,63.48,142.95,26.83,2.04,332
9/11/15,374.5,475.5,887.75,64.09,140.6,26.53,#N/A,#N/A
9/14/15,379,485.75,882.75,63.51,141.475,26.81,#N/A,#N/A
9/15/15,390.5,494.75,889,62.82,140.6,26.35,#N/A,#N/A
9/16/15,386,488.25,887.25,62.38,137.6,26.06,#N/A,#N/A
9/17/15,379.75,481.5,884.5,61.83,136.85,26.05,1.97,334.2
9/18/15,377.25,486.75,867.25,59.85,136,25.43,#N/A,#N/A
9/21/15,384.5,496.75,874.25,59.75,137,25.88,#N/A,#N/A
9/22/15,380.5,495.5,861.75,58.73,136.225,25.51,#N/A,#N/A
9/23/15,383.25,507.5,863.75,58.7,133.225,25.83,#N/A,#N/A
