Year,State,Commodity,Data Item,Number of Acres
2012,SOUTH DAKOTA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",19
2012,SOUTH DAKOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",68
2012,SOUTH DAKOTA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",42
2012,SOUTH DAKOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",30.5
2012,SOUTH DAKOTA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,379"
2012,SOUTH DAKOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",45.9
2012,TENNESSEE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",85
2012,TENNESSEE,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",946
2012,TENNESSEE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38
2012,TENNESSEE,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,218"
2012,TENNESSEE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",63
2012,TEXAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129
2012,TEXAS,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",632
2012,TEXAS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",1.93
2012,TEXAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",49
2012,TEXAS,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,600"
2012,TEXAS,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","8,370"
2012,TEXAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",59
2012,TEXAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",26
2012,TEXAS,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",35.8
2012,TEXAS,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,200"
2012,TEXAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",33
2012,UTAH,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",78
2012,UTAH,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167
2012,UTAH,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",76
2012,UTAH,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",430
2012,UTAH,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",46.3
2012,VERMONT,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.4
2012,VERMONT,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.23
2012,VIRGINIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",82
2012,VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",103
2012,VIRGINIA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,118"
2012,VIRGINIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",75
2012,VIRGINIA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,100"
2012,VIRGINIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2012,VIRGINIA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,322"
2012,VIRGINIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",64
2012,WASHINGTON,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",71
2012,WASHINGTON,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,800"
2012,WASHINGTON,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,660"
2012,WASHINGTON,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",215
2012,WASHINGTON,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",4.06
2012,WASHINGTON,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","2,047"
2012,WASHINGTON,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,300"
2012,WASHINGTON,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",100
2012,WASHINGTON,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",82
2012,WASHINGTON,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","2,200"
2012,WASHINGTON,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",66.6
2012,WEST VIRGINIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128
2012,WEST VIRGINIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",49
2012,WEST VIRGINIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",65
2012,WISCONSIN,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",44
2012,WISCONSIN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120
2012,WISCONSIN,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.81
2012,WISCONSIN,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.097
2012,WISCONSIN,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",67
2012,WISCONSIN,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",60
2012,WISCONSIN,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2012,WISCONSIN,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",75
2012,WYOMING,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",89
2012,WYOMING,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142
2012,WYOMING,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",36
2012,WYOMING,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",28.6
2012,WYOMING,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",26
2011,US TOTAL,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",69.1
2011,US TOTAL,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,479"
2011,US TOTAL,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,637"
2011,US TOTAL,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.8
2011,US TOTAL,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",790
2011,US TOTAL,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",16.1
2011,US TOTAL,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.72
2011,US TOTAL,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","2,175"
2011,US TOTAL,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,151"
2011,US TOTAL,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.293
2011,US TOTAL,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",27.1
2011,US TOTAL,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",89
2011,US TOTAL,MUSTARD,"MUSTARD - YIELD, MEASURED IN LB / ACRE",718
2011,US TOTAL,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",57.3
2011,US TOTAL,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,386"
2011,US TOTAL,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,641"
2011,US TOTAL,RAPESEED,"RAPESEED - YIELD, MEASURED IN LB / ACRE","2,177"
2011,US TOTAL,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","7,067"
2011,US TOTAL,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",25.3
2011,US TOTAL,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE","1,332.80"
2011,US TOTAL,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",54
2011,US TOTAL,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",42
2011,US TOTAL,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",23.8
2011,US TOTAL,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",33.5
2011,US TOTAL,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,398"
2011,US TOTAL,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","1,841"
2011,US TOTAL,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",43.6
2011,ALABAMA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114
2011,ALABAMA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",742
2011,ALABAMA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",60
2011,ALABAMA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","2,950"
2011,ALABAMA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",33
2011,ALABAMA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",73
2011,ALASKA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",36.5
2011,ALASKA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",80
2011,ARIZONA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",125
2011,ARIZONA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178
2011,ARIZONA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,526"
2011,ARIZONA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",100
2011,ARIZONA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",99
2011,ARKANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141
2011,ARKANSAS,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",929
2011,ARKANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",90
2011,ARKANSAS,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","6,770"
2011,ARKANSAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",72
2011,ARKANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38.5
2011,ARKANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",58
2011,CALIFORNIA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",63
2011,CALIFORNIA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","2,580"
2011,CALIFORNIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181
2011,CALIFORNIA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,418"
2011,CALIFORNIA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",6.22
2011,CALIFORNIA,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",80
2011,CALIFORNIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",100
2011,CALIFORNIA,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","8,350"
2011,CALIFORNIA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE","1,900"
2011,CALIFORNIA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",46.5
2011,CALIFORNIA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,018"
2011,CALIFORNIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",91.6
2011,COLORADO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",126
2011,COLORADO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133
2011,COLORADO,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",27
2011,COLORADO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",70
2011,COLORADO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",35
2011,COLORADO,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",28.9
2011,COLORADO,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,099"
2011,COLORADO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",38.1
2011,CONNECTICUT,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.239
2011,CONNECTICUT,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","1,461"
2011,DELAWARE,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",88
2011,DELAWARE,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",130
2011,DELAWARE,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",39.5
2011,DELAWARE,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",69
2011,FLORIDA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",104
2011,FLORIDA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",744
2011,FLORIDA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,500"
2011,FLORIDA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",27
2011,FLORIDA,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",37.6
2011,FLORIDA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",46
2011,GEORGIA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159
2011,GEORGIA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",791
2011,GEORGIA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",62
2011,GEORGIA,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,625"
2011,GEORGIA,RYE,"RYE - YIELD, MEASURED IN BU / ACRE",27
2011,GEORGIA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",35
2011,GEORGIA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",22
2011,GEORGIA,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,250"
2011,GEORGIA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",56
2011,HAWAII,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",80.2
2011,IDAHO,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",93
2011,IDAHO,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","2,100"
2011,IDAHO,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,540"
2011,IDAHO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",189
2011,IDAHO,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",4.02
2011,IDAHO,HOPS,"HOPS - YIELD, MEASURED IN LB / ACRE","2,408"
2011,IDAHO,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,300"
2011,IDAHO,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",100
2011,IDAHO,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",70
2011,IDAHO,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,800"
2011,IDAHO,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",34.4
2011,IDAHO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",83.3
2011,ILLINOIS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",157
2011,ILLINOIS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.03
2011,ILLINOIS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",68
2011,ILLINOIS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",91
2011,ILLINOIS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",47.5
2011,ILLINOIS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",61
2011,INDIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146
2011,INDIANA,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",57
2011,INDIANA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",61
2011,INDIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",45.5
2011,INDIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",62
2011,IOWA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172
2011,IOWA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.15
2011,IOWA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",64
2011,IOWA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",51.5
2011,IOWA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",45
2011,KANSAS,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",29
2011,KANSAS,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",107
2011,KANSAS,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",510
2011,KANSAS,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",1.91
2011,KANSAS,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",38
2011,KANSAS,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",54
2011,KANSAS,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",27.5
2011,KANSAS,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,225"
2011,KANSAS,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",35
2011,KENTUCKY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",139
2011,KENTUCKY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",39
2011,KENTUCKY,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","2,221"
2011,KENTUCKY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",70
2011,LOUISIANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135
2011,LOUISIANA,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",846
2011,LOUISIANA,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","6,320"
2011,LOUISIANA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",87
2011,LOUISIANA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36
2011,LOUISIANA,SUGARCANE,"SUGARCANE, SUGAR & SEED - YIELD, MEASURED IN TONS / ACRE",27.6
2011,LOUISIANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",63
2011,MAINE,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",35
2011,MAINE,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.246
2011,MAINE,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",45
2011,MARYLAND,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",80
2011,MARYLAND,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109
2011,MARYLAND,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",39
2011,MARYLAND,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",67
2011,MASSACHUSETTS,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.253
2011,MASSACHUSETTS,TOBACCO,"TOBACCO - YIELD, MEASURED IN LB / ACRE","1,570"
2011,MICHIGAN,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",48
2011,MICHIGAN,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153
2011,MICHIGAN,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.03
2011,MICHIGAN,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.248
2011,MICHIGAN,MINT,"MINT, PEPPERMINT, OIL - YIELD, MEASURED IN LB / ACRE",58
2011,MICHIGAN,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",64
2011,MICHIGAN,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",44.5
2011,MICHIGAN,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",24
2011,MICHIGAN,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",75
2011,MINNESOTA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",51
2011,MINNESOTA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,400"
2011,MINNESOTA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155
2011,MINNESOTA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",15
2011,MINNESOTA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",3.16
2011,MINNESOTA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",54
2011,MINNESOTA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",39
2011,MINNESOTA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",19
2011,MINNESOTA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,246"
2011,MINNESOTA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",46.1
2011,MISSISSIPPI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",128
2011,MISSISSIPPI,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",952
2011,MISSISSIPPI,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","4,000"
2011,MISSISSIPPI,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","6,850"
2011,MISSISSIPPI,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",74
2011,MISSISSIPPI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",39
2011,MISSISSIPPI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",64
2011,MISSOURI,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",114
2011,MISSOURI,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE",969
2011,MISSOURI,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",1.68
2011,MISSOURI,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",49
2011,MISSOURI,RICE,"RICE - YIELD, MEASURED IN LB / ACRE","6,490"
2011,MISSOURI,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",72
2011,MISSOURI,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",36.5
2011,MISSOURI,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",50
2011,MONTANA,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",48
2011,MONTANA,CANOLA,"CANOLA - YIELD, MEASURED IN LB / ACRE","1,370"
2011,MONTANA,CHICKPEAS,"CHICKPEAS - YIELD, MEASURED IN LB / ACRE","1,340"
2011,MONTANA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127
2011,MONTANA,FLAXSEED,"FLAXSEED - YIELD, MEASURED IN BU / ACRE",13
2011,MONTANA,LENTILS,"LENTILS - YIELD, MEASURED IN LB / ACRE","1,100"
2011,MONTANA,MUSTARD,"MUSTARD - YIELD, MEASURED IN LB / ACRE",490
2011,MONTANA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",50
2011,MONTANA,PEAS,"PEAS, DRY EDIBLE - YIELD, MEASURED IN LB / ACRE","1,500"
2011,MONTANA,SAFFLOWER,"SAFFLOWER - YIELD, MEASURED IN LB / ACRE",850
2011,MONTANA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",25.9
2011,MONTANA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",35.2
2011,NEBRASKA,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",160
2011,NEBRASKA,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.31
2011,NEBRASKA,MILLET,"MILLET, PROSO - YIELD, MEASURED IN BU / ACRE",23
2011,NEBRASKA,OATS,"OATS - YIELD, MEASURED IN BU / ACRE",63
2011,NEBRASKA,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",96
2011,NEBRASKA,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",54
2011,NEBRASKA,SUGARBEETS,"SUGARBEETS - YIELD, MEASURED IN TONS / ACRE",24.9
2011,NEBRASKA,SUNFLOWER,"SUNFLOWER - YIELD, MEASURED IN LB / ACRE","1,406"
2011,NEBRASKA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",45
2011,NEVADA,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",110.3
2011,NEW HAMPSHIRE,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.286
2011,NEW JERSEY,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",123
2011,NEW JERSEY,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",38
2011,NEW JERSEY,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",49
2011,NEW MEXICO,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180
2011,NEW MEXICO,COTTON,"COTTON - YIELD, MEASURED IN LB / ACRE","1,049"
2011,NEW MEXICO,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",4.44
2011,NEW MEXICO,PEANUTS,"PEANUTS - YIELD, MEASURED IN LB / ACRE","3,000"
2011,NEW MEXICO,SORGHUM,"SORGHUM, GRAIN - YIELD, MEASURED IN BU / ACRE",64
2011,NEW MEXICO,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",21
2011,NEW YORK,BARLEY,"BARLEY - YIELD, MEASURED IN BU / ACRE",46
2011,NEW YORK,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133
2011,NEW YORK,HAY & HAYLAGE,"HAY & HAYLAGE - YIELD, MEASURED IN TONS / ACRE, DRY BASIS",2.6
2011,NEW YORK,MAPLE SYRUP,"MAPLE SYRUP - YIELD, MEASURED IN GALLONS / TAP",0.28
